plz,district,name,street,house_number,provider,licensed_capacity
10115,Mitte,BCS Kindergarten Preschool,Invalidenstr.,130,EBS-Europäische Bildungsstiftung gGmbH,320
10115,Mitte,FRÖBEL Kindergarten Mittendrin,Borsigstr.,032,Fröbel Bildung und Erziehung gGmbH,200
10115,Mitte,Kita Kinderakademie,Habersaathstr.,013,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,150
10115,Mitte,Kita Gartenstr. 107/Kigä City,Gartenstr.,107,Kindergärten City,140
10115,Mitte,Berlin Metropolitan School,Linienstr.,122,Berlin Metropolitan School gGmbH,140
10115,Mitte,Kita St. Elisabeth,Elisabethkirchstr.,021,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,125
10115,Mitte,Kita Habersaathstraße,Habersaathstr.,005,INA.KINDER.GARTEN gGmbH,90
10115,Mitte,Ev. Kita Sophien,Große Hamburger Str.,028,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,84
10115,Mitte,Lauder Nitzan Kindergarten Yeshivat Beit Zion-Lauder Jüdisches Lehrhaus,Brunnenstr.,033,Lauder Yeshurun gGmbH,70
10115,Mitte,FRÖBEL - Kindergarten Charité Mitte,Invalidenstr.,103A,Fröbel Bildung und Erziehung gGmbH,70
10115,Mitte,FRÖBEL Kindergarten Casa Fantasia,Anklamer Str.,038,Fröbel Bildung und Erziehung gGmbH,69
10115,Mitte,Kita Wasserflöhe,An der Kieler Brücke,031,Johanniter-Unfall-Hilfe e. V. Regionalverband Berlin,60
10115,Mitte,Kita jurella am Park,Chausseestr.,50B,Jurella gGmbH,54
10115,Mitte,Jump Bilingual Kindergarten,Bergstr.,079,Jump Bilingual Kindergarten gUG,42
10115,Mitte,Kinderladen Oskar Kirschkern,Anklamer Str.,029,Kirschkern e.V.,35
10115,Mitte,Kita Kinderinsel,Eichendorffstr.,017,Kinderinsel e. V. Inselnest,30
10115,Mitte,Kita Cavalo-Marinho/Portubi e.V.,Anklamer Str.,046,PORTUBI e. V.,30
10115,Mitte,Kita Feuerfalter,Chausseestr.,084,SOCIUS - Die Bildungspartner gemeinnützige GmbH,28
10115,Mitte,Kinderladen Paul Kirschkern,Anklamer Str.,029,Kirschkern e.V.,25
10115,Mitte,Musikkindergarten Sternenklang,Rheinsberger Str.,056,Musikkindergarten Sternenklang gemeinnützige UG (haftungsbeschränkt),25
10115,Mitte,Kinderladen Emil Kirschkern,Ackerstr.,3A,Kirschkern e.V.,25
10115,Mitte,Eschkol Kindergarten,Brunnenstr.,033,Kahal Adass Jisroel KiTa gemeinnützige UG (haftungsbeschränkt),25
10115,Mitte,"EKT - ""Pippi Langstrumpf""",Krausnickstr.,003A,Kinderladen Pippi Langstrumpf e.V.,21
10115,Mitte,EKT NaturKindergarten Berlin Mitte,Krausnickstr.,011,Initiative zur Gründung eines Naturkindergartens in Berlin Mitte e.V.,19
10115,Mitte,EKT - Rosinante,Strelitzer Str.,071,Rosinante e.V.,17
10117,Mitte,Kita Pelikan,Friedrichstr.,129F,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,190
10117,Mitte,Kita Jerusalemer Str. 10/12/Kigä City,Jerusalemer Str.,010,Kindergärten City,185
10117,Mitte,Kita Französische Str. 16a u. 16b,Französische Str.,016,Kinder im Kiez gGmbH,180
10117,Mitte,Kita Kinderwelt,An der Kolonnade,003,Forum Soziale Dienste GmbH,155
10117,Mitte,Musikkindergarten Berlin,Leipziger Str.,041,MUSIKKINDERGARTEN BERLIN e.V. c/o Staatsoper im Schillertheater,135
10117,Mitte,Kindergarten Alegria Jardin infantil,Mohrenstr.,007,Alegria Kiga gGmbH,100
10117,Mitte,Kita an der Humboldt-Universität zu Berlin,Ziegelstr.,005,studierendenWERK BERLIN,88
10117,Mitte,Kita F.A.I.R.play,Albrechtstr.,20,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,69
10117,Mitte,Kita Umka,Leipziger Str.,047,MITRA bilinguale Kindergärten gemeinnützige GmbH,65
10117,Mitte,Alegria Kiga,Mohrenstr.,011,Alegria Kiga gGmbH,48
10117,Mitte,Kindergarten Alegria,Voßstr.,012,Alegria Kiga gGmbH,45
10117,Mitte,Kita CASA AZUL - MAISON BLEUE,Reinhardtstr.,031,CASA AZUL - BLAUES HAUS e.V.,45
10117,Mitte,FRÖBEL-Kindergarten,Jägerstr.,025,Fröbel Bildung und Erziehung gGmbH,30
10117,Mitte,FRÖBEL-Kindergarten in der Charite Rahel Hirsch,Charitéplatz,001,Fröbel Bildung und Erziehung gGmbH,25
10117,Mitte,Kinderinsel Ziegelstraße,Ziegelstr.,027,Kinderinsel Ziegelstraße gUG (haftungsbeschränkt),23
10117,Mitte,Kita im BMFSFJ,Glinkastr.,024,Kinder im Kiez gGmbH,20
10117,Mitte,Jump Bilingual Kindergarten,Wilhelmstr.,088,Jump Bilingual Kindergarten gUG,20
10117,Mitte,Kita im BMAS,Wilhelmstr.,050,Kinder im Kiez gGmbH,18
10117,Mitte,Kita im BMEL,Wilhelmstr.,054,Kinder im Kiez gGmbH,15
10117,Mitte,FRÖBEL -Kita im BMG,Mauerstr.,029,Fröbel Bildung und Erziehung gGmbH,15
10117,Mitte,Kita BMBF,Kapelle-Ufer,002,Fröbel Bildung und Erziehung gGmbH,12
10119,Mitte,Kita Kleine Auguststr. 10/11Kigä City,Kleine Auguststr.,011,Kindergärten City,220
10119,Mitte,Kita Max-Beer-Str. 24/26/Kigä City,Max-Beer-Str.,24,Kindergärten City,200
10119,Mitte,Kita Pfiffikus,Rückerstr.,002,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,150
10119,Mitte,Kita Veteranenstr. 10/Kigä City,Veteranenstr.,10,Kindergärten City,133
10119,Mitte,Kita Torstraße,Torstr.,134,"Be Smart Academy ""Alte Seifenfabrik"" gGmbH",102
10119,Mitte,Kita Oase,Kastanienallee,063A,Pfefferwerk Stadtkultur gGmbH,95
10119,Mitte,Kita Regenbogen,Fehrbelliner Str.,080,Pfefferwerk Stadtkultur gGmbH,91
10119,Mitte,El mundo de los ninos,Fehrbelliner Str.,051,El mundo de los ninos e. V.,65
10119,Mitte,Fliederhof Waldorfkindergarten Berlin-Mitte,Zionskirchstr.,049,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,43
10119,Mitte,El mundo de los ninos,Brunnenstr.,030,El mundo de los ninos e. V.,42
10119,Pankow,Kath. Kita Herz Jesu,Schönhauser Allee,182,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,40
10119,Mitte,Kita Steinstraße 27,Steinstr.,027,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,25
10119,Pankow,El mundo de los ninos,Fehrbelliner Str.,097,El mundo de los ninos e. V.,25
10119,Pankow,EKT Mittenmang,Christinenstr.,030,EKT Mittenmang e. V.,23
10178,Mitte,"FRÖBEL Kindergarten ""Traumzauberbaum""",Mollstr.,007A,Fröbel Bildung und Erziehung gGmbH,240
10178,Mitte,Kita Weydemeyerstr. 20/21,Weydemeyerstr.,020,Kindergärten City,138
10178,Mitte,Kita am Alex,Wadzeckstr.,004,Mahalo gGmbH,100
10178,Mitte,Kinderinsel Nebenan,Garnisonkirchplatz,002,Kinderinsel am Garnisonkirchplatz gUG (haftungsbeschränkt),25
10178,Mitte,Kinderinsel MITTEndrin,Garnisonkirchplatz,002,Kinderinsel MITTEndrin - Kita am Hackeschen Markt gGmbH,23
10178,Mitte,El Mundo de Los Ninos,Hirtenstr.,012,El mundo de los ninos gGmbH,13
10179,Mitte,"FRÖBEL Kindergarten ""Schatzinsel""",Fischerinsel,008,Fröbel Bildung und Erziehung gGmbH,234
10179,Mitte,Kita Schmidchen,Schmidstr.,004,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,215
10179,Mitte,Lichtenberger Straße 32/33,Lichtenberger Str.,032,Kindergärten City,190
10179,Mitte,Kita Jacoby-Schwalbe,Jacobystr.,004,casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH,105
10179,Mitte,Kita Villa Murkelmaier,Sebastianstr.,22,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,94
10179,Mitte,Kita Pusteblume,Sebastianstr.,023,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,86
10179,Mitte,Kita Trauminsel,Schmidstr.,002,Forum Soziale Dienste GmbH,85
10179,Mitte,Kleiner Fratz,Alexandrinenstr.,056,Kleiner Fratz GmbH,55
10179,Mitte,Deutsch-Italienische Kita/Kigä City,Schmidstr.,2E,Kindergärten City,55
10179,Mitte,Kita Adalbertstraße 24,Adalbertstr.,024,Gemeindeaufbauprojekt Kreuzberg Ost e.V.,30
10179,Mitte,Kinderladen IrgendWieAnders,Wilhelmine-Gemberg-Weg,10,FürKinder e. V.,25
10179,Mitte,Inklusionskita Salamander Fischerinsel,Mühlendamm,1,Kita Salamander gGmbH,25
10179,Mitte,Kila Spreepferdchen,Köpenicker Str.,045,abc city kids e. V.,23
10179,Mitte,Heilpädagogische Gruppe Kita Trauminsel,Schmidstr.,002,Forum Soziale Dienste GmbH,5
10243,Friedrichshain-Kreuzberg,Kita Spiel- und Erlebniswelt,Andreasstr.,037,Jugend- und Sozialwerk gGmbH,248
10243,Friedrichshain-Kreuzberg,FRÖBEL Kindergarten FRÖBELSPATZEN,Palisadenstr.,030,Fröbel Bildung und Erziehung gGmbH,230
10243,Friedrichshain-Kreuzberg,BOOT-Kita Farbenland,Koppenstr.,015,Gemeinnützige BOOT GmbH,210
10243,Friedrichshain-Kreuzberg,Kita Fredersdorfer Str. 6/Kigä City,Fredersdorfer Str.,6,Kindergärten City,185
10243,Friedrichshain-Kreuzberg,Kita Entdeckerland,Hildegard-Jadamowitz-Str.,001,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,175
10243,Friedrichshain-Kreuzberg,Kita Leonardo,Kleine Markusstr.,009,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,130
10243,Friedrichshain-Kreuzberg,Kita Menschenskinder,Fürstenwalder Str.,030,menschenskinder-berlin gGmbH,120
10243,Friedrichshain-Kreuzberg,KITA Die kleinen Entdecker,Strausberger Str.,49,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,90
10243,Friedrichshain-Kreuzberg,Fröbel Kindergarten Flipflopz,Mildred-Harnack-Str.,010,Fröbel Bildung und Erziehung gGmbH,68
10243,Friedrichshain-Kreuzberg,Kita Palisadenstr. 33/Kigä City,Palisadenstr.,033,Kindergärten City,60
10243,Friedrichshain-Kreuzberg,Kreativitätskindertagesstätte Allesforscher,Strausberger Str.,038,Kreativitätsschulzentrum Berlin gGmbH,54
10243,Friedrichshain-Kreuzberg,Kita Blumenkinder,Andreasstr.,051,TÄKS e. V.,40
10243,Friedrichshain-Kreuzberg,Kita Ultimo auf dem Holzmarkt,Holzmarktstr.,25,Pfeffersport e. V.,33
10243,Friedrichshain-Kreuzberg,Kita Hopsemops,Karl-Marx-Allee,124,Spieltraum KMA gGmbH,30
10243,Friedrichshain-Kreuzberg,Kita Miki,Gubener Str.,058,Mit Kindern. Begegnung - Kultur - Bildung e.V.,30
10243,Friedrichshain-Kreuzberg,Kita der Bildungsgarten,Gubener Str.,046,Montessori-Stiftung Berlin (MSB),27
10243,Friedrichshain-Kreuzberg,Kita Marchlewskistraße,Marchlewskistr.,050,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",25
10243,Friedrichshain-Kreuzberg,Kita der Bildungsraum,Gubener Str.,046,Montessori-Stiftung Berlin (MSB),22
10243,Friedrichshain-Kreuzberg,"junior 1, Kita Kopernikushof",Kopernikusstr.,032,Junior JOEL Kopernikushof gUG,22
10243,Friedrichshain-Kreuzberg,Kinderladen Luna,Gubener Str.,1,Kinderladen Luna e. V.,18
10243,Friedrichshain-Kreuzberg,Kita Playground,Gubener Str.,049,Playground gGmbH,17
10243,Friedrichshain-Kreuzberg,Krippe Playground,Gubener Str.,051,Playground gGmbH,15
10243,Friedrichshain-Kreuzberg,Kindergarten Friedrichshainer Pünktchen,Warschauer Str.,079,planned child gGmbH,0
10245,Friedrichshain-Kreuzberg,Kita Gryphiusstr. 34-35,Gryphiusstr.,034,Kindergärten City,240
10245,Friedrichshain-Kreuzberg,Kita Kinderland,Simplonstr.,018,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,226
10245,Friedrichshain-Kreuzberg,Kita Am Rudolfplatz,Rudolfstr.,014B,JAO gGmbH,160
10245,Friedrichshain-Kreuzberg,FRÖBEL Kindergarten Palmkernzeile,Palmkernzeile,008,Fröbel Bildung und Erziehung gGmbH,155
10245,Friedrichshain-Kreuzberg,Kita Spreemöwe,Glasbläserallee,7,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,135
10245,Friedrichshain-Kreuzberg,Humanistische Kindertagesstätte Bahrfeldtstraße,Bahrfeldtstr.,9,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",120
10245,Friedrichshain-Kreuzberg,Ev. Kita Sonnenblume,Niemannstr.,001,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,110
10245,Friedrichshain-Kreuzberg,Kita der Friedrichshainer Zwerge,Revaler Str.,010,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",45
10245,Friedrichshain-Kreuzberg,KiLa PeTiTaTu,Seumestr.,013,Frecher Spatz e.V.,37
10245,Friedrichshain-Kreuzberg,Kita Glückskinder,Markgrafendamm,026,Glückskinder UG (haftungsbeschränkt),35
10245,Friedrichshain-Kreuzberg,Kita Glückskinder Stralauer Allee,Stralauer Allee,018,Glückskinder UG (haftungsbeschränkt),35
10245,Friedrichshain-Kreuzberg,Kita Nella Propella,Seumestr.,031,Lebensnah Kitas gGmbH,29
10245,Friedrichshain-Kreuzberg,EKT Elfentraum,Modersohnstr.,67,Elfenwelt e.V.,27
10245,Friedrichshain-Kreuzberg,SpielRaum Captain Moder,Modersohnstr.,58,SpielRaum Kindertagesstätten Berlin gGmbH,25
10245,Friedrichshain-Kreuzberg,Kinderladen Rabenkinder,Simplonstr.,052,Rabenkinder e. V.,25
10245,Friedrichshain-Kreuzberg,Junior 1 Kita Grünbergerhof,Grünberger Str.,026,Junior JOEL GRÜNBERGERHOF - gemeinnützige UG (haftungsbeschränkt),25
10245,Friedrichshain-Kreuzberg,Kita Rabbit Street,Haasestr.,009,tuKita la segunda gUG,25
10245,Friedrichshain-Kreuzberg,Kita Klainohrhaase,Haasestr.,014,kleine Künstler ganz groß gGmbH,25
10245,Friedrichshain-Kreuzberg,Kinderhafen Spreeräuber,Am Speicher,006,GRETA und JULICA gGmbH,23
10245,Friedrichshain-Kreuzberg,Kita Till Eulenspiegel-Kette,Simon-Dach-Str.,024,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",22
10245,Friedrichshain-Kreuzberg,EKT - SOL,Dirschauer Str.,013,Kinderladen Sol e. V.,20
10245,Friedrichshain-Kreuzberg,EKT JAMSAPALPIM,Am Rudolfplatz,5,JAMSAPALPIM e.V.,20
10245,Friedrichshain-Kreuzberg,Kita Till Eulenspiegel-Kette,Gryphiusstr.,021,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",20
10245,Friedrichshain-Kreuzberg,Montessorikinderhaus Olivo,Lenbachstr.,002,Friedliche Nation e. V.,20
10247,Friedrichshain-Kreuzberg,FRÖBEL Kindergarten Am Ring,Rigaer Str.,53,Fröbel Bildung und Erziehung gGmbH,240
10247,Friedrichshain-Kreuzberg,Kita Bänschstr. 76/78/Kigä City,Bänschstr.,078,Kindergärten City,225
10247,Friedrichshain-Kreuzberg,Kita Windspiel,Frankfurter Allee,16A,Kinder im Kiez gGmbH,180
10247,Friedrichshain-Kreuzberg,Kita Tausendfüsschen,Liebigstr.,030,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,179
10247,Friedrichshain-Kreuzberg,Kita Wichtelbühne,Weidenweg,078,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,165
10247,Friedrichshain-Kreuzberg,Kita Kinzigstr. 32/34/Kigä City,Kinzigstr.,032,Kindergärten City,140
10247,Pankow,Kindergarten Elements und Hexenkleckshausen,Eldenaer Str.,046,KLAX Berlin gGmbH,136
10247,Friedrichshain-Kreuzberg,Fröbel Kindergarten Freudenberg,Weserstr.,043,Fröbel Bildung und Erziehung gGmbH,91
10247,Friedrichshain-Kreuzberg,Humanistische Kindertagesstätte Scharnweberstraße,Scharnweberstr.,60,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",90
10247,Pankow,Kita Mondbär und Sonnenkäfer,Eldenaer Str.,036,KLAX Berlin gGmbH,90
10247,Friedrichshain-Kreuzberg,Kita Weidenkätzchen,Weidenweg,068,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,87
10247,Friedrichshain-Kreuzberg,Kita Colbestr.9 - 13,Colbestr.,009,oXxymoron GmbH,85
10247,Friedrichshain-Kreuzberg,Ev. Kita Regenbogenfisch,Scharnweberstr.,061,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,75
10247,Friedrichshain-Kreuzberg,Die kleinen Entdecker,Müggelstr.,019B,Pfefferwerk Stadtkultur gGmbH,73
10247,Friedrichshain-Kreuzberg,Ev. Kita Galiläa,Rigaer Str.,009,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,70
10247,Friedrichshain-Kreuzberg,Kita Betti Konfetti,Rigaer Str.,71,Lebensnah Kitas gGmbH,61
10247,Friedrichshain-Kreuzberg,Kita Scharnweberstraße,Scharnweberstr.,023,oXxymoron GmbH,50
10247,Friedrichshain-Kreuzberg,Kinzigstr. 18,Kinzigstr.,018,oXxymoron GmbH,50
10247,Pankow,Stadt und Waldkinder,Erich-Nehlhans-Str.,027,Stadt & Waldkinder Berlin gGmbH,50
10247,Friedrichshain-Kreuzberg,Ev. Kita Samariter,Samariterstr.,027,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,32
10247,Friedrichshain-Kreuzberg,Kita El jardin de Federico,Rigaer Str.,079,tuKita gemeinnützige UG (haftungsbeschränkt),32
10247,Friedrichshain-Kreuzberg,EKT - Lieblingsplatz,Travestr.,003,Kita Lieblingsplatz e. V.,30
10247,Friedrichshain-Kreuzberg,EKT Integrative Kinderbetreuung NIDO,Jungstr.,015,Integrative Kinderbetreuung NIDO e.V.,30
10247,Friedrichshain-Kreuzberg,Rigaer Zwerge,Rigaer Str.,096,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",30
10247,Friedrichshain-Kreuzberg,Kindergarten La Sonrisa,Jessnerstr.,037,Kindergarten La Sonrisa gGmbH,30
10247,Pankow,Deutsch-Französische Kita Kiternelle P'tits Loups,Eldenaer Str.,044,Kiternelle P'tits Loups e.V.,30
10247,Friedrichshain-Kreuzberg,Musik-Kita Klimperkiste,Bänschstr.,012,"Musik-Kita ""KLIMPERKISTE"" UG (haftungsbeschränkt)",28
10247,Friedrichshain-Kreuzberg,Kindergarten La Sonrisa,Rigaer Str.,004,Kindergarten La Sonrisa gGmbH,26
10247,Friedrichshain-Kreuzberg,Kita Bänschstraße 24,Bänschstr.,024,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),25
10247,Friedrichshain-Kreuzberg,Kila Friedrichsklain,Oderstr.,034,kleine Künstler ganz groß gGmbH,25
10247,Friedrichshain-Kreuzberg,Kita Das Schneckenhäuschen,Weidenweg,053,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",25
10247,Friedrichshain-Kreuzberg,Kita Scharnweber Straße 47,Scharnweberstr.,047,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),25
10247,Friedrichshain-Kreuzberg,Inklusionskita Salamander,Weidenweg,053,Kita Salamander gGmbH,25
10247,Friedrichshain-Kreuzberg,EKT Klein und Stark,Dolziger Str.,051,Gemeindeaufbauprojekt Kreuzberg Ost e.V.,25
10247,Friedrichshain-Kreuzberg,Kita Spieltraum,Kinzigstr.,011,Spieltraum gemeinnützige UG (haftungsbeschränkt),23
10247,Friedrichshain-Kreuzberg,Kita Salabanda 35,Scharnweberstr.,035,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),23
10247,Friedrichshain-Kreuzberg,KiLa Rumpelbande,Schreinerstr.,062,Rumpelbande e. V.,22
10247,Friedrichshain-Kreuzberg,Musik - Kita KLIMPERKISTE,Bänschstr.,052,"Musik-Kita ""KLIMPERKISTE"" UG (haftungsbeschränkt)",22
10247,Friedrichshain-Kreuzberg,Kinderladen Rock'n'Roll Zwerge,Rigaer Str.,014,Rock'n'Roll Zwerge e. V.,22
10247,Friedrichshain-Kreuzberg,EKT- Friedrichshainer Mäuse,Kreutzigerstr.,024,Friedrichshainer Mäuse e. V.,21
10247,Friedrichshain-Kreuzberg,Kinderladen Buana,Schreinerstr.,019,Buana e.V.,20
10247,Friedrichshain-Kreuzberg,EKT - Kinderbüro,Scharnweberstr.,033,KINDERBÜRO e.V.,20
10247,Friedrichshain-Kreuzberg,Kita Kinderleben,Travestr.,002,kinderleben - kind erleben e.V.,20
10247,Friedrichshain-Kreuzberg,Kinderladen Fuchsbau,Dolziger Str.,039,Kinderladen Fuchsbau e. V.,19
10247,Friedrichshain-Kreuzberg,Kleine Kita Atlas,Voigtstr.,026,Kleine Spielgesellschaft gGmbH,17
10247,Friedrichshain-Kreuzberg,Frühfördergruppe für autistische Kinder,Eldenaer Str.,28A,Autismus Leben Berlin ALB gGmbH,8
10249,Friedrichshain-Kreuzberg,Kita Auerstraße,Auerstr.,013,Fröbel Bildung und Erziehung gGmbH,230
10249,Friedrichshain-Kreuzberg,Kita hör-Höchste,Höchste Str.,011,INDEPENDENT LIVING Stiftung BT Kindertagesstätten für Berlin,229
10249,Friedrichshain-Kreuzberg,Kita Richard-Sorge-Str. 43 und 44 Haus Buddelflink und Gänseblümchen,Richard-Sorge-Str.,044,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,130
10249,Pankow,Kita Hausburgviertel,Agnes-Wabnitz-Str.,9,Bürgerhaus BüHa gGmbH,120
10249,Pankow,Kita Thaerstraße,Thaerstr.,031,be smart academy gGmbH,102
10249,Pankow,Phor Minis Berlin Prenzlauer Berg,Hermann-Blankenstein-Str.,012,PHORMS Berlin gemeinnützige GmbH,80
10249,Friedrichshain-Kreuzberg,FRÖBEL Kindergarten Pufendorfstraße,Pufendorfstr.,003,Fröbel Bildung und Erziehung gGmbH,56
10249,Friedrichshain-Kreuzberg,Ev. Kita Auferstehung,Diestelmeyerstr.,007,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,50
10249,Friedrichshain-Kreuzberg,Kita im Friedrichshain,Landsberger Allee,049,Juwo - Kita gGmbH,43
10249,Friedrichshain-Kreuzberg,Kita Menschenskinder am Friedrichshain,Landsberger Allee,050,menschenskinder-berlin gGmbH,40
10249,Friedrichshain-Kreuzberg,Kita Zwergenhain,Landsberger Allee,053,planned child gGmbH,40
10249,Friedrichshain-Kreuzberg,EKT - Pipilota,Ebertystr.,043,PIPILOTA e. V.,36
10249,Friedrichshain-Kreuzberg,Kita der Ev. Kirchengem. Bartholomäus,Friedenstr.,001,Ev. Kirchengemeinde Bartholomäus,32
10249,Friedrichshain-Kreuzberg,EKT - Kleine Fische,Ebertystr.,007,Kleine Fische e.V.,25
10249,Friedrichshain-Kreuzberg,Kita IGELBANDE,Landsberger Allee,057,Kinderhaus Berlin - Mark Brandenburg e. V.,25
10249,Friedrichshain-Kreuzberg,Kindertagesstätte Das Spielatelier,Barnimstr.,038,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,25
10249,Friedrichshain-Kreuzberg,Spieltraum Hausburg,Hausburgstr.,012,Spieltraum gemeinnützige UG (haftungsbeschränkt),25
10249,Friedrichshain-Kreuzberg,Kinderhafen Krikelkrake,Friedenstr.,087,GRETA und JULICA gGmbH,25
10249,Pankow,Kita Sternchen,Walter-Friedländer-Str.,26,Kita Sternchen gGmbH,25
10249,Friedrichshain-Kreuzberg,Kita Mühsamstraße 73,Mühsamstr.,073,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),23
10249,Pankow,Kita Hausburg,Thaerstr.,28B,MiniKitas First gGmbH,23
10249,Friedrichshain-Kreuzberg,EKT - Grüne Wolke,Straßmannstr.,036,Grüne Wolke e. V.,22
10249,Friedrichshain-Kreuzberg,Kindertagesstätte Kleine Insel,Richard-Sorge-Str.,69A,Johanniter-Unfall-Hilfe e. V. Regionalverband Berlin,20
10249,Friedrichshain-Kreuzberg,EKT - pinepako,Straßmannstr.,028,pinepako e.V.,19
10315,Lichtenberg,Kita Lichtenzwerge,Ribbecker Str.,022,Kinder im Kiez gGmbH,300
10315,Lichtenberg,Kita Purzelbaum,Massower Str.,023,Jugend- und Sozialwerk gGmbH,215
10315,Lichtenberg,Kita Märcheninsel,Charlottenstr.,003,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,180
10315,Lichtenberg,Kita Rosenfelder Ring 35/35A/Kigä NordOst,Rosenfelder Ring,35,Kindergärten NordOst,180
10315,Lichtenberg,Kita- und Familienzentrum Gensinger Str.,Gensinger Str.,058,Albert-Schweitzer-Kinderdorf Berlin e.V.,180
10315,Lichtenberg,Kita Schlaue Füchse,Gensinger Str.,060,CityKids Berlin GmbH,162
10315,Lichtenberg,Rhinspatzen,Rhinstr.,143,"Kita ""Rhinspatzen"" Berlin gGmbH",127
10315,Lichtenberg,Kita Tierparkzwerge,Gensinger Str.,083,Die Wuhlewanderer gGmbH,105
10315,Lichtenberg,Kita Zitronenfalter,Rummelsburger Str.,061,SOCIUS - Die Bildungspartner gemeinnützige GmbH,75
10315,Lichtenberg,Evang. Kindertagesstätte Weit Blick,Archenholdstr.,025,Verein für Berliner Stadtmission,72
10315,Lichtenberg,Kita DETI,Alfred-Kowalke-Str.,040A,DETI gGmbH,55
10315,Lichtenberg,Kita Erlenhof,Kraetkestr.,018,KINDERVEREINIGUNG Berlin e.V.,51
10315,Lichtenberg,Kita Sonnenhof,Archenholdstr.,072,KINDERVEREINIGUNG Berlin e.V.,42
10315,Lichtenberg,FREUDE Kita Lichtenberg,Rhinstr.,59A,FREUDE Kindergärten Süd-Ost gGmbH,40
10315,Lichtenberg,Kita Glückspilze Lichtenberg,Archenholdstr.,29,DETI gGmbH,28
10315,Lichtenberg,Kita Marie-Curie-Allee,Marie-Curie-Allee,004,tuKita gemeinnützige UG (haftungsbeschränkt),25
10315,Lichtenberg,"Kita ""Schlossspatzen""",Charlottenstr.,021,Step Kids Kitas gemeinnützige GmbH,25
10317,Lichtenberg,Kita Pusteblume,Wönnichstr.,074,EJF gemeinnützige AG,200
10317,Lichtenberg,Kita Buntstift,Pfarrstr.,089,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,131
10317,Lichtenberg,Kita Sophies Welt,Sophienstr.,028A,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,115
10317,Lichtenberg,KITA Seepiraten,Hauptstr.,3A,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,110
