plz,district,name,street,house_number,provider,licensed_capacity
13187,Pankow,Schlossparkspatzen,Mendelstr.,049,Kindergärten NordOst,180
13187,Pankow,Kita Pestalozzistr.9-11/Kigä NordOst,Pestalozzistr.,009,Kindergärten NordOst,180
13187,Pankow,Kita Zipfelmütze,Görschstr.,015,GFAJ e.V.,162
13187,Pankow,Kita Paradiesvögel -Die Spatzen-,Pestalozzistr.,6A,eventus Bildung gGmbH,151
13187,Pankow,Kita Pankower Wichtel,Dusekestr.,014,JAO gGmbH,140
13187,Pankow,Platanus Kindergarten,Stiftsweg,12A,PLATANUS BILDUNGS gGmbH,99
13187,Pankow,Kita Sonnenblume,Schönholzer Str.,004D,Jugend- und Sozialwerk gGmbH,85
13187,Pankow,"Kita ""Die kleinen Strolche""",Neue Schönholzer Str.,025,Kindergärten NordOst,85
13187,Pankow,lara.berlin Kita,Schulstr.,030,Lara.berlin gGmbH,85
13187,Pankow,Kath. Kita St. Georg,Breite Str.,044,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,72
13187,Pankow,Kinderhaus Sternenwiese,Berliner Str.,128,KARUNA Zukunft für Kinder und Jugendliche in Not International e.V.,60
13187,Pankow,Kita Tandem,Pichelswerderstr.,003,tandem BTL gGmbH,55
13187,Pankow,lara.kita,Schulstr.,002,Lara.berlin gGmbH,54
13187,Pankow,Ev. Kita Martin-Luther,Pradelstr.,011,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,47
13187,Pankow,KITA Villa Sternenschiff,Benjamin-Vogelsdorff-Str.,3,SEHstern e.V.,45
13187,Pankow,Kita der Ev. Kirchengem. Alt-Pankow,Breite Str.,038,Ev. Kirchengemeinde Alt-Pankow,40
13187,Pankow,Kita Kindererde Damerowstraße,Damerowstr.,064,Kindererde gemeinnützige GmbH,40
13187,Pankow,Kila PiWi,Pichelswerderstr.,004,Kinderschlummerland gGmbH,35
13187,Pankow,Kinderladen Leni Kirschkern,Eintrachtstr.,001,Kirschkern e.V.,33
13187,Pankow,Kindergarten Affenbande,Mendelstr.,042,planned child gGmbH,30
13187,Pankow,Junior 1 Kita am Bürgerpark,Parkstr.,001,Junior JOEL AM BÜRGERPARK - gemeinnützige UG (haftungsbeschränkt),30
13187,Pankow,Kita Pankekinder 2,Neue Schönholzer Str.,012,Pankekinder e. V.,27
13187,Pankow,Kita Pankekinder,Wollankstr.,119,Pankekinder e. V.,26
13187,Pankow,Kinderland Ferndinand,Brehmestr.,035,Himmel und Erde Pankow e. V.,26
13187,Pankow,Kita Thaumara,Görschstr.,11,Kleine Spielgesellschaft gGmbH,26
13187,Pankow,Kita Krikelkrakel,Breite Str.,007,Krikelkrakel gGmbH,25
13187,Pankow,Kinderladen Spielmäuse,Wolfshagener Str.,081,Siebenstein e. V.,25
13187,Pankow,Kinderladen Pankekäfer,Ossietzkystr.,009,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,25
13187,Pankow,Kita Pankeblumen,Florastr.,034,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,25
13187,Pankow,Kita Mondschaukel,Gaillardstr.,001,"Verein f. familienergänzende Betreuung u. Beratung Pankow, kurz ""VfBB Pankow"" e.V.",24
13187,Pankow,Kita Sternschnuppe,Brehmestr.,025,Kita Sternschnuppe gGmbH,24
13187,Pankow,Kita Clownfisch,Maximilianstr.,006,BfA gGmbH,22
13187,Pankow,EKT - Ratzefatze,Florapromenade,001,Kinderladen Ratzefatze e.V.,21
13187,Pankow,EKT Stadtkinder,Rettigweg,004,Stadtkinder Pankow e. V.,21
13187,Pankow,EKT Garuda,Kreuzstr.,005,Garuda e.V.,20
13187,Pankow,Kita Kleine Leute ganz groß,Florastr.,068,"Verein f. familienergänzende Betreuung u. Beratung Pankow, kurz ""VfBB Pankow"" e.V.",20
13187,Pankow,EKT Auenland,Brehmestr.,060,Auenland e. V.,20
13187,Pankow,Verbundkita Pankow - Die Wölfe Maxi,Wolfshagener Str.,068,MK MiniKitas in Berlin gGmbH,20
13187,Pankow,Kita Freche Fledermäuse Pankow,Schönholzer Str.,2,Familien-Fenster e. V.,18
13187,Pankow,Kita Pankepiraten,Ossietzkystr.,006,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,18
13187,Pankow,EKT Simsalabim,Wilhelm-Kuhr-Str.,083,EKT Simsalabim e.V.,16
13187,Pankow,Kita Freude Pankow 3,Wilhelm-Kuhr-Str.,088,FREUDE Kindergärten gemeinnützige GmbH,14
13189,Pankow,"Klax Krippe Sonnenhaus,Klax Kindergarten Wolkenhaus und Klax Vorschule Regenbogenhaus",Asta-Nielsen-Str.,011,KLAX Berlin gGmbH,240
13189,Pankow,Integrationskita Schneckenhaus/Kigä NordOst,Neumannstr.,007,Kindergärten NordOst,200
13189,Pankow,Kita EigenSinn,Eschengraben,49,Camino-Dein Weg GmbH,185
13189,Pankow,"Kita ""Holzweg""",Eschengraben,49A,Camino-Dein Weg GmbH,136
13189,Pankow,Kita Selma-Lagerlöf-Straße,Selma-Lagerlöf-Str.,006,Kindergärten NordOst,100
13189,Pankow,Klax Kindergarten Pusteblume,Eschengraben,037,KLAX Berlin gGmbH,80
13189,Pankow,Kinderladen Sterntaler,Dettelbacher Weg,028,KiTa Sterntaler gGmbH,53
13189,Pankow,Kita der Ev. Kirchengem. Hoffnung,Elsa-Brändström-Str.,036,Ev. Kirchengemeinde Hoffnung Pankow,50
13189,Pankow,Kita Cheburashka-Pankow,Thulestr.,42,Cheburashka gGmbH,40
13189,Pankow,Kita Anderland,Herthastr.,006,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,35
13189,Pankow,Kita Cheburashka - Wisbyer Straße,Wisbyer Str.,036,Cheburashka gGmbH,32
13189,Pankow,Kita Herthastraße,Herthastr.,005,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,30
13189,Pankow,"Kita ""Binzzwerge""",Binzstr.,035,KiTa Sterntaler gGmbH,30
13189,Pankow,"Montessori-Kinderhaus ""Lolek und Bolek""",Spiekermannstr.,030,Lolek und Bolek 2002 e.V.,28
13189,Pankow,Kindergarten Junges Gemüse,Elsa-Brändström-Str.,015,Junges Gemüse e.V.,28
13189,Pankow,EKT Gartenkinder,Neumannstr.,073,Gartenkinder e.V.,26
13189,Pankow,Kita Little Munchkins,Trelleborger Str.,005,Little Munchkins gGmbH,24
13189,Pankow,Kita Kleine Kapitäne Pankow,Selma-Lagerlöf-Str.,004,Kita Pankower Pixxel gGmbH,22
13347,Mitte,Kindergarten Ruheplatz 13,Ruheplatzstr.,013,Kindergärten City,171
13347,Mitte,Kita Liebenwalder Str. 45/Kigä City,Liebenwalder Str.,045,Kindergärten City,135
13347,Mitte,Kita Neue Hochstr. 44/Kigä City,Neue Hochstr.,044,Kindergärten City,135
13347,Mitte,Kita Reinickendorfer Str. 98/Kigä City,Reinickendorfer Str.,098,Kindergärten City,130
13347,Mitte,AWO Kita Sonnenblume,Reinickendorfer Str.,062,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,130
13347,Mitte,Kita Schönwalder Str. 19a/Kigä City,Schönwalder Str.,019A,Kindergärten City,123
13347,Mitte,Kita am Nettelbeckplatz,Reinickendorfer Str.,110A,OUTLAW gemeinnützige Gesellschaft für Kinder- und Jugendhilfe mbH,92
13347,Mitte,Ev. Kita Nazareth,Nazarethkirchstr.,050,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,75
13347,Mitte,Kita Seestraße,Seestr.,090,Kinder im Kiez gGmbH,71
13347,Mitte,Kath. Kita St. Robert,Hochstädter Str.,014,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,65
13347,Mitte,Kita Ringelblume,Reinickendorfer Str.,032,Forum für Bildung und Erziehung (FBE) gGmbH,64
13347,Mitte,Kita Paradiesvögel Plantagenstraße,Plantagenstr.,9,eventus Bildung gGmbH,60
13347,Mitte,Kindertagesstätte Paradiesvögel die Elstern,Schönwalder Str.,017,eventus Bildung gGmbH,50
13347,Mitte,AWO Kita Pinocchio,Iranische Str.,006,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,50
13347,Mitte,Kita A13,Amsterdamer Str.,013,Deutscher Kinderschutzbund Landesverband Berlin e. V.,45
13347,Mitte,Kita Nazarethkirchstraße,Nazarethkirchstr.,049,KITA Nazar gemeinnützige GmbH,45
13347,Mitte,Kita Plapperfisch,Seestr.,062,Wunderkinder gGmbH,45
13347,Mitte,Kindertagesstätte Schlösschen-Mitte,Reinickendorfer Str.,099,LifExperience gemeinnützige Gesellschaft für Bildung Erziehung und Betreuung mbH,45
13347,Mitte,Kita Rauda,Schulstr.,052,Rauda e. V.,40
13347,Mitte,Kleiner Fratz,Prinz-Eugen-Str.,008,Kleiner Fratz GmbH,35
13347,Mitte,Kita Bienchen,Reinickendorfer Str.,081,Vielfalt auf Augenhöhe gGmbH,32
13347,Mitte,Kita Malplaquetstraße,Malplaquetstr.,041,Kinderland Wedding e.V.,30
13347,Mitte,Kita Wunderland,Gerichtstr.,040,minomi gGmbH,30
13347,Mitte,Spielraum Reinickenufer,Reinickendorfer Str.,004,SpielRaum Kindertagesstätten Berlin gGmbH,30
13347,Mitte,Groni-Weddinger Kinder- u.Jugendzentrum,Malplaquetstr.,010,Weddinger Kinder- und Jugendzentrum e.V.,26
13347,Mitte,Groni-Weddinger Kinder- u.Jugendzentrum,Malplaquetstr.,024,Weddinger Kinder- und Jugendzentrum e.V.,25
13347,Mitte,Kita Akila,Antonstr.,019,AKILA (Arbeiterkinderladen) e. V.,25
13347,Mitte,Kita Safina,Reinickendorfer Str.,030,HadeWe-Integra gemeinnützige GmbH,25
13347,Mitte,Kita Umpa Lumpa,Reinickendorfer Str.,063,Umpa Lumpa Internationaler Kinderladen gemeinnützige GmbH,25
13347,Mitte,Groni-Weddinger Kinder- u.Jugendzentrum,Amsterdamer Str.,019B,Weddinger Kinder- und Jugendzentrum e.V.,24
13347,Mitte,EKT - Die kleinen Chaoten,Liebenwalder Str.,044,DIE KLEINEN CHAOTEN e.V.,23
13347,Mitte,Groni-Weddinger Kinder- u.Jugendzentrum - Malplaquet 37,Malplaquetstr.,037,Weddinger Kinder- und Jugendzentrum e.V.,22
13347,Mitte,Kita Weiße Wolke,Groninger Str.,032,Kita Weiße Wolke e.V.,20
13347,Mitte,Kindertagesstätte Tipi,Prinz-Eugen-Str.,016,MiniKitas First gGmbH,20
13347,Mitte,EKT Tausendfüßler,Amsterdamer Str.,012,EIKITA Tausendfüßler e. V.,19
13347,Mitte,Kleiner Fratz,Adolfstr.,021,Kleiner Fratz GmbH,19
13347,Mitte,EKT Pankonauten,Ravenéstr.,010,Pankonauten e.V.,18
13347,Mitte,EKT - Doppelpünktchen,Oudenarder Str.,001B,Doppelpünktchen e.V.,17
13347,Mitte,Kita Die kleinen Frösche,Malplaquetstr.,035,Kinderland Wedding e.V.,17
13347,Mitte,Kita Groninger Straße 34,Groninger Str.,034,Kita Weiße Wolke e.V.,13
13349,Mitte,Kita Edinburger Str. 38/Kigä City,Edinburger Str.,038,Kindergärten City,62
13349,Mitte,Kita Plapperschildkröte,Müllerstr.,077,Wunderkinder gGmbH,60
13349,Mitte,Ev. Kita Kornelius,Dubliner Str.,029,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,55
13349,Mitte,Kindertagesstätte Paul-Gerhardt-Stift zu Berlin,Müllerstr.,056,Paul Gerhardt Stift Soziales gGmbH,40
13349,Mitte,Kita RoKoKids,Ofener Str.,004,Ki.E.Ka. e.V.,30
13349,Mitte,Pädag.Initiative EKT am Schillerpark,Türkenstr.,14,Pädagogische Initiative EKT am Schillerpark e.V.,25
13349,Mitte,Montessori Kinderhaus,Edinburger Str.,039,Maria Montessori Kinderwelten gGmbH,25
13349,Mitte,Kita Primavera,Glasgower Str.,025,Primavera e. V.,25
13349,Mitte,EKT Kinderoase,Ofener Str.,3,Wassila Soziale Gesellschaft für Integration u. Arbeit mit Kindern und Jugendlichen gGmbH,25
13349,Mitte,Kita Piya,Barfusstr.,013,Verein der Eltern aus Kurdistan in Deutschland e.V. (Yekmal),25
13349,Mitte,Kita Plapperfrosch,Edinburger Str.,013,Wunderkinder gGmbH,25
13349,Mitte,Smile Kindergarten,Dubliner Str.,008,Smile Kindergärten gemeinnützige GmbH,25
13349,Mitte,Johemi Kita Müllerstraße,Müllerstr.,061,Johemi Kindertagesstätten gGmbH,25
13349,Mitte,Johemi Kita Müllerstraße,Müllerstr.,064,Johemi Kindertagesstätten gGmbH,25
13349,Mitte,Kleine Himmelswolke,Türkenstr.,005,Kleine Himmelswolke e.V.,21
13349,Mitte,EKT Kleine Himmelswolke,Türkenstr.,020,Kleine Himmelswolke e.V.,20
13349,Mitte,Schillerpark-Kita,Bristolstr.,019,Ki.E.Ka. e.V.,20
13349,Mitte,Kleine RokoKids Kita,Ofener Str.,003A,Ki.E.Ka. e.V.,20
13349,Mitte,EKT Gänseblümchen,Glasgower Str.,026,GÄNSEBLÜMCHEN e.V.,17
13349,Mitte,Kita Johemi,Barfusstr.,014,Johemi Kindertagesstätten gGmbH,13
13351,Mitte,Kita/Kinder in Bewegung (KiB),Togostr.,067,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,160
13351,Mitte,Kita Maji-Maji-Allee 14/Kigä City,Maji-Maji-Allee,14,Kindergärten City,160
13351,Mitte,Kita Afrikanische Straße,Afrikanische Str.,028,Kinder im Kiez gGmbH,150
13351,Mitte,Deutsch-Französische Kita/Kigä City,Afrikanische Str.,121,Kindergärten City,150
13351,Mitte,Kita Ghanastr. 13/Kigä City,Ghanastr.,013,Kindergärten City,75
13351,Mitte,Kita Piratenkids,Otawistr.,027,Piratenkids gemeinnützige GmbH,66
13351,Mitte,EKT - Tüte Mücken,Togostr.,078,Tüte Mücken e.V.,60
13351,Mitte,Kita Dohnagestell 8,Dohnagestell,8,Kindergärten City,60
13351,Mitte,Kita Knirpsmaus,Kongostr.,046,Trägerwerk Soziale Dienste in Berlin und Brandenburg gGmbH (TWSD in BB gGmbH),41
13351,Mitte,EKT Berliner Stadtmäuse,Transvaalstr.,020,EKT Berliner Stadtmäuse e. V.,25
13351,Mitte,Kita Kardelen,Lüderitzstr.,003,Kardelen gGmbH,25
13351,Mitte,Kita Engelsnest,Kameruner Str.,055,Liberi Bildung gemeinnützige GmbH,25
13351,Mitte,Kita Sari,Transvaalstr.,043,Kita Sari gUG,25
13351,Mitte,Kita Kindererde Afrikanische Straße,Afrikanische Str.,043,Kindererde gemeinnützige GmbH,25
13351,Mitte,Kita Abendteuerland,Cornelius-Fredericks-Str.,005,G.E.B. Gesellschaft für Erziehung und Bildung UG,20
13351,Mitte,Kita Freche Früchte,Transvaalstr.,046,KiTa Freche Früchte gemeinnützige UG (haftungsbeschränkt),19
13351,Mitte,Naturkindergarten Wedding e.V.,Dohnagestell,008,Naturkindergarten Wedding e.V.,15
13353,Mitte,Gipfelstürmer,Triftstr.,067,Soziale Dienste Bürgermeister Reuter gGmbH,180
13353,Mitte,Kita an der Beuth Hochschule für Technik,Lütticher Str.,039,studierendenWERK BERLIN,130
13353,Mitte,Kita Brüsseler Straße,Brüsseler Str.,030,INA.KINDER.GARTEN gGmbH,125
13353,Mitte,Kita Augustenburger Platz,Augustenburger Platz,001,INA.KINDER.GARTEN gGmbH,125
13353,Mitte,Kita Lynarstr. 10/Kigä City,Lynarstr.,012,Kindergärten City,114
13353,Mitte,Kita Ideeninsel,Antwerpener Str.,40,Soziale Dienste Bürgermeister Reuter gGmbH,103
13353,Mitte,Ev. Osterkita,Sprengelstr.,035,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,85
13353,Mitte,Ev. Kinderhaus Kapernaum,Seestr.,035,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,70
13353,Mitte,KITA Wirbelzwirbel,Tegeler Str.,013,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,60
13353,Mitte,Kita Bunter Stern,Tegeler Str.,006,SEHstern e.V.,45
13353,Mitte,Arif und Alina III,Lynarstr.,039,"""KITA Arif & Alina"" gUG (haftungsbeschränkt)",33
13353,Mitte,Kita Paradiesvögel Genterstraße,Genter Str.,24,eventus Bildung gGmbH,29
13353,Mitte,Freche Früchte,Sprengelstr.,033,KiTa Freche Früchte gemeinnützige UG (haftungsbeschränkt),25
13353,Mitte,Wolke 7 gGmbH,Sparrstr.,022,Wolke 7 gemeinnützige Gesellschaft mbH,25
13353,Mitte,Kita Paradiesvögel Sparrstraße,Sparrstr.,26,eventus Bildung gGmbH,25
13353,Mitte,Kita Alina und Arif,Sparrstr.,3A,"""KITA Arif & Alina"" gUG (haftungsbeschränkt)",25
13353,Mitte,Kita Arif und Alina,Burgsdorfstr.,013,"""KITA Arif & Alina"" gUG (haftungsbeschränkt)",23
13353,Mitte,Kita Seestern,Genter Str.,074,Hauptstadtkinder gGmbH,23
13353,Mitte,Kita Paradiesvögel,Sparrstr.,025,eventus Bildung gGmbH,21
13353,Mitte,Kita Bäumchen,Brüsseler Str.,037,Bäumchen e. V.,21
13353,Mitte,EKT Bäumchen,Brüsseler Str.,038,Bäumchen e. V.,20
13353,Mitte,EKT Sonnenblume,Fehmarner Str.,014,Elterninitiativkindertagesstätte Sonnenblume e. V.,18
13353,Mitte,Kita Paradiesvögel - Die Zebrafinken -,Burgsdorfstr.,013,eventus Bildung gGmbH,18
13353,Mitte,Freche Früchte,Genter Str.,063,KiTa Freche Früchte gemeinnützige UG (haftungsbeschränkt),18
13353,Mitte,Sprachfördereinrichtung Ritterfalter in der Leo-Lionni-Grundschule (nur Sprachförderung),Willdenowstr.,11,SOCIUS - Die Bildungspartner gemeinnützige GmbH,16
13353,Mitte,Freche Früchte,Brüsseler Str.,045,KiTa Freche Früchte gemeinnützige UG (haftungsbeschränkt),16
13353,Mitte,"EKT - ""Eisbär""",Sparrstr.,020,Verein zur Förderung integrativer Erziehung e. V.,15
13353,Mitte,EKT Sparrbande,Sparrstr.,021,EKT Sparrbande e.V.,15
13353,Mitte,EKT Krümelbande,Lütticher Str.,005,Eltern-Initiativ-Kindertagesstätte Krümelbande e. V.,13
13353,Mitte,EKT - Pustebär,Sparrstr.,019,Verein zur Förderung integrativer Erziehung e. V.,13
13353,Mitte,EKT Frischlinge,Tegeler Str.,044,EIKITA Frischlinge e.V.,13
13355,Mitte,Kita Ackerstr. 60/Kigä City,Ackerstr.,060,Kindergärten City,208
13355,Mitte,Kita Ramlerstr. 9-10/Kigä City,Ramlerstr.,009,Kindergärten City,185
13355,Mitte,Kita/Kinder in Bewegung (KIB),Wolgaster Str.,004,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,165
13355,Mitte,Kita phorminis,Ackerstr.,076,PHORMS Berlin gemeinnützige GmbH,160
13355,Mitte,Kita Sternenhimmel,Graunstr.,011A,Pfefferwerk Stadtkultur gGmbH,120
13355,Mitte,Kita Kinderparadies Wedding,Ackerstr.,104,IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH,84
13355,Mitte,Kita am Mauerpark,Lichtburgring,011,Step Kids Kitas gemeinnützige GmbH,78
13355,Mitte,Kita Wattstraße,Wattstr.,016,Pfefferwerk Stadtkultur gGmbH,75
13355,Mitte,Kita Brunnengarten,Rügener Str.,001,Brunnenkids gGmbH,75
13355,Mitte,Ev. Kita am Humboldthain,Gustav-Meyer-Allee,002,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,70
13355,Mitte,Kita Lazarus Haus Berlin,Bernauer Str.,115,Stiftung Bethel - Hoffnungstaler Stiftung Lobetal,64
13355,Mitte,Kita KIKADO,Demminer Str.,005,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,63
13355,Mitte,EKT Omas Garten,Stralsunder Str.,007,Bürgerinitiative Omas Garten e.V.,62
13355,Mitte,Kath. Kita St. Sebastian,Feldstr.,020,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,55
13355,Mitte,EKT - Waldorf-Kindergarten Berlin-Wedding,Swinemünder Str.,065,Waldorf-Kindergarten Berlin-Wedding e.V.,41
13355,Mitte,Kita Max (Kita II),Brunnenstr.,085,Hauptstadtkinder gGmbH,40
13355,Mitte,Kita Sonneninsel,Usedomer Str.,023,Hauptstadtkinder gGmbH,30
13355,Mitte,Kita Moritz (Kita III),Brunnenstr.,085,Hauptstadtkinder gGmbH,30
13355,Mitte,Kita Putti,Putbusser Str.,030,Hauptstadtkinder gGmbH,25
13355,Mitte,Kita Dracheninsel,Usedomer Str.,28,Hauptstadtkinder gGmbH,25
13355,Mitte,El Mundo de los Ninos,Hussitenstr.,004,El mundo de los ninos e. V.,20
13355,Mitte,EKT - Mauerspechte,Swinemünder Str.,064,Mauerspechte e.V.,18
13355,Mitte,Kita Omas Garten,Stralsunder Str.,004,Bürgerinitiative Omas Garten e.V.,14
13357,Mitte,Kita/Kinder in Bewegung (KIB) gGmbH,Gottschedstr.,028,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,185
13357,Mitte,Kita Stettiner Str. 21-23/Kigä City,Stettiner Str.,021,Kindergärten City,184
13357,Mitte,Kita Wiesenstr.,Wiesenstr.,049,Orte für Kinder GmbH,147
13357,Mitte,Kita Exerzierstr. 32a/Kigä City,Exerzierstr.,032A,Kindergärten City,133
13357,Mitte,Kinderhaus Kunterbunt,Wiesenstr.,025,Unionhilfswerk Sozialeinrichtungen gemeinnützige Gesellschaft mbH,115
13357,Mitte,Kita Kunterbunt,Gottschedstr.,027,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,105
13357,Mitte,Kita Paradiesvögel Stettiner Straße,Stettiner Str.,008,eventus Bildung gGmbH,83
13357,Mitte,Kita Weltkinder,Badstr.,012,NetBil gGmbH Bildungs- und Beratungszentrum,82
13357,Mitte,Kita Kinderburg,Badstr.,057,Kinderburg gemeinnützige GmbH,60
13357,Mitte,Kenntnisreich Badstraße,Badstr.,033,Kenntnisreich Kindertagesstätten gGmbH,45
13357,Mitte,EKT - Auenland,Zingster Str.,012,Arbeitskreis Fidele Pädagogik e.V.,40
13357,Mitte,Kita Arcobaleno,Eulerstr.,019A,Ki.E.Ka. e.V.,36
13357,Mitte,Kita Der Kleine Muck,Koloniestr.,7,TIMELA e.V.,36
13357,Mitte,EKT - Stadtkinder,Grüntaler Str.,012,Stadtkinder e. V.,30
13357,Mitte,EKT - Stadtkinder,Grüntaler Str.,008,Stadtkinder e. V.,27
13357,Mitte,EKT Jo Jo,Schwedenstr.,003A,Jo-Jo e.V.,26
13357,Mitte,Montessori-Kinderladen Wedding,Eulerstr.,018,Montessori-Kinderhaus Wedding e. V.,25
13357,Mitte,Kita Vielfalter,Exerzierstr.,026,Konsti e. V.,25
13357,Mitte,Bezirksamt Mitte von Berlin (nur Sprachförderung),Badstr.,10,SOCIUS - Die Bildungspartner gemeinnützige GmbH,24
13357,Mitte,Kita Ghislan,Bastianstr.,021,Ghislan e.V.,22
13357,Mitte,Kita Zauberwald,Grüntaler Str.,030,Märchenreise e. V.,22
13357,Mitte,Kita Piccoli Artisti,Eulerstr.,021,Ki.E.Ka. e.V.,21
13357,Mitte,EKT - Kinderhütte Wiesenstraße,Wiesenstr.,028,Kinderhütte Wiesenstraße e. V.,20
13357,Mitte,EKT - Stadtkinder,Grüntaler Str.,006,Stadtkinder e. V.,20
13357,Mitte,Kita Kleine Waschbären,Martin-Opitz-Str.,023,Baysal - Orte für frühkindliche Bildung gUG,19
13357,Mitte,EKT - Kila Spatzenkinder,Bastianstr.,018,Unsere Zukunft e.V.,18
13357,Mitte,EKT - Flohzirkus Wedding,Eulerstr.,010,Flohzirkus Wedding e.V.,18
13357,Mitte,Zwergenstube Auenland,Zingster Str.,008,Arbeitskreis Fidele Pädagogik e.V.,12
13359,Mitte,Kita Sprachvielfalt,Koloniestr.,024A,Jugend- und Sozialwerk gGmbH,190
13359,Mitte,Kita Märchenland,Bornholmer Str.,044,Orte für Kinder GmbH,160
13359,Mitte,Kita/Kinder in Bewegung (KiB),Drontheimer Str.,023A,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,135
13359,Mitte,Kita Nordbahnstr. 15-16/Kigä City,Nordbahnstr.,015,Kindergärten City,130
13359,Mitte,Kita Grüntaler Straße,Grüntaler Str.,34,INA.KINDER.GARTEN gGmbH,130
13359,Mitte,Kita Nachtigall,Wollankstr.,039,eventus Bildung gGmbH,127
13359,Mitte,Kita Freienwalder Str. 19c/Kigä City,Freienwalder Str.,019C,Kindergärten City,115
13359,Mitte,Kita Der Kinder-Garten in der Schwedenstraße,Schwedenstr.,009A,Jugend- und Sozialwerk gGmbH,100
13359,Mitte,Kita Osloer Str. 105D/Kigä City,Osloer Str.,105D,Kindergärten City,100
13359,Mitte,Ev. Kita Stephanus,Soldiner Str.,021,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,80
13359,Mitte,Kita Burg-Spatzen,Prinzenallee,062,casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH,63
13359,Mitte,Kita Kleine Wölkchen,Soldiner Str.,031,Märchenreise e. V.,46
13359,Mitte,Kindergarten Meilenstein,Wriezener Str.,043,Mitte(l)punkt e. V.,37
13359,Mitte,Kita Kindererde Prinzenallee,Prinzenallee,058,Kindererde gemeinnützige GmbH,36
13359,Mitte,Kindertagesstätte Fiorino,Prinzenallee,045C,FamilienZitadelle gemeinnützige GmbH,33
13359,Mitte,EKT - Villa Römer,Wollankstr.,061D,Villa Römer e. V.,32
13359,Mitte,Kita Putte,Prinzenallee,024,Putte e.V. - Ausländer- und Sonderprojekt im Wedding -,30
13359,Mitte,Kita Die Bärenbande,Soldiner Str.,065,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,30
13359,Mitte,Kita - Die Bärenbande,Soldiner Str.,070,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,25
13359,Mitte,Kita Kleine Kapitäne,Wriezener Str.,039,Kita Kleine Kapitäne gGmbH,25
13359,Mitte,FREUDE Kita Wedding,Soldiner Str.,044,FREUDE Kindergärten Süd-Ost gGmbH,25
13359,Mitte,Kita Osloer Zwerge,Osloer Str.,124,Brunnenkids gGmbH,23
13359,Mitte,Kita Siebenschön,Zechliner Str.,001,Hauptstadtkinder gGmbH,23
13359,Mitte,EKT - Klapperkiste,Soldiner Str.,033,Klapperkiste e. V.,20
13359,Mitte,EKT - Die Ministerne,Sternstr.,009,EIKITA MINISTERNE e. V.,18
13359,Mitte,Heilpäd. Gruppe Kita Kindererde Prinzenallee,Prinzenallee,058,Kindererde gemeinnützige GmbH,4
13403,Reinickendorf,Humanistische Kindertagesstätte General-Woyna-Straße,General-Woyna-Str.,48,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",140
13403,Reinickendorf,Lustige Spatzen,Auguste-Viktoria-Allee,14,Familienzentrum Sonnenlicht gGmbH,140
13403,Reinickendorf,AWO Kita Kinderwelt,Klixstr.,031D,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,135
13403,Reinickendorf,Kita Rotbuchenweg,Rotbuchenweg,018,Jugend- und Sozialwerk gGmbH,106
13403,Reinickendorf,Kita Nemo,Kögelstr.,4,LebensWelt Kindertagesstätte Amendestraße gGmbH,105
